date,atm_name,withdrawals_total,withdrawals_xyz,withdrawals_other,amount_total,amount_xyz,amount_other,weekday,festival,working_day
2015-03-11,Airport ATM,82.0,70.0,12.0,529000.0,506600.0,22400.0,3,NH,1.0
2015-03-11,Big Street ATM,153.0,47.0,106.0,503500.0,207700.0,295800.0,3,NH,1.0
2015-03-12,Christ College ATM,155.0,61.0,94.0,758400.0,379500.0,378900.0,4,NH,1.0
2015-03-12,Mount Road ATM,143.86702127659575,68.46719858156028,75.39982269503547,514833.2890070922,309084.7074468085,205748.5815602837,4,NH,1.0
2015-03-12,KK Nagar ATM,210.0,146.0,64.0,1101700.0,846900.0,254800.0,4,NH,1.0
2015-03-12,Airport ATM,90.86063027075011,67.56813138038171,23.292498890368396,443635.6413670661,367107.94496227254,76527.6964047936,4,NH,1.0
2015-03-12,Big Street ATM,148.0,30.0,118.0,562200.0,121400.0,440800.0,4,NH,1.0
2015-03-13,Christ College ATM,209.0,66.0,143.0,856400.0,396100.0,460300.0,5,NH,1.0
2015-03-13,Mount Road ATM,164.0,96.0,68.0,740300.0,491700.0,248600.0,5,NH,1.0
2015-03-13,KK Nagar ATM,89.0,70.0,19.0,361500.0,301800.0,59700.0,5,NH,1.0
2015-03-13,Airport ATM,93.0,70.0,23.0,480200.0,413600.0,66600.0,5,NH,1.0
2015-03-13,Big Street ATM,107.0,39.0,68.0,409800.0,203100.0,206700.0,5,NH,1.0
2015-03-14,Christ College ATM,184.0,73.0,111.0,769000.0,329900.0,439100.0,6,NH,0.0
2015-03-14,Mount Road ATM,219.0,104.0,115.0,848800.0,492300.0,356500.0,6,NH,0.0
2015-03-14,KK Nagar ATM,108.0,81.0,27.0,565400.0,417700.0,147700.0,6,NH,0.0
2015-03-14,Airport ATM,122.0,102.0,20.0,488400.0,464400.0,24000.0,6,NH,0.0
2015-03-14,Big Street ATM,119.0,41.0,78.0,382900.0,168600.0,214300.0,6,NH,0.0
2015-03-15,Christ College ATM,75.0,42.0,33.0,209300.0,139600.0,69700.0,7,NH,0.0
2015-03-15,Mount Road ATM,132.0,70.0,62.0,489400.0,345000.0,144400.0,7,NH,0.0
2015-03-15,KK Nagar ATM,84.0,65.0,19.0,475000.0,399200.0,75800.0,7,NH,0.0
2015-03-15,Airport ATM,105.0,75.0,30.0,506300.0,406400.0,99900.0,7,NH,0.0
2015-03-15,Big Street ATM,104.0,34.0,70.0,344900.0,116700.0,228200.0,7,NH,0.0
2015-03-16,Christ College ATM,126.0,66.0,60.0,618200.0,401800.0,216400.0,1,NH,1.0
2015-03-16,Mount Road ATM,142.0,88.0,54.0,505600.0,372100.0,133500.0,1,NH,1.0
2015-03-16,KK Nagar ATM,81.0,61.0,20.0,325000.0,240400.0,84600.0,1,NH,1.0
2015-03-16,Airport ATM,127.0,102.0,25.0,848700.0,774300.0,74400.0,1,NH,1.0
2015-03-16,Big Street ATM,120.0,53.0,67.0,519400.0,264600.0,254800.0,1,NH,1.0
2015-03-17,Christ College ATM,104.0,54.0,50.0,373600.0,221500.0,152100.0,2,NH,1.0
2015-03-17,Mount Road ATM,148.0,100.0,48.0,634500.0,540100.0,94400.0,2,NH,1.0
2015-03-17,KK Nagar ATM,78.0,58.0,20.0,389100.0,317000.0,72100.0,2,NH,1.0
2015-03-17,Airport ATM,74.0,60.0,14.0,421800.0,395300.0,26500.0,2,NH,1.0
2015-03-17,Big Street ATM,118.0,33.0,85.0,365900.0,100000.0,265900.0,2,NH,1.0
2015-03-18,Christ College ATM,110.0,58.0,52.0,449700.0,339700.0,110000.0,3,NH,1.0
2015-03-18,Mount Road ATM,152.0,106.0,46.0,734000.0,631600.0,102400.0,3,NH,1.0
2015-03-18,KK Nagar ATM,94.0,71.0,23.0,489900.0,419400.0,70500.0,3,NH,1.0
2015-03-18,Airport ATM,121.0,93.0,28.0,666200.0,597800.0,68400.0,3,NH,1.0
2015-03-18,Big Street ATM,117.0,51.0,66.0,335800.0,180500.0,155300.0,3,NH,1.0
2015-03-19,Christ College ATM,114.0,53.0,61.0,462500.0,297200.0,165300.0,4,NH,1.0
2015-03-19,Mount Road ATM,145.0,90.0,55.0,606600.0,434500.0,172100.0,4,NH,1.0
2015-03-19,KK Nagar ATM,88.0,61.0,27.0,447200.0,331000.0,116200.0,4,NH,1.0
2015-03-19,Airport ATM,94.0,68.0,26.0,511100.0,443700.0,67400.0,4,NH,1.0
2015-03-19,Big Street ATM,111.0,43.0,68.0,413000.0,235600.0,177400.0,4,NH,1.0
2015-03-20,Christ College ATM,115.0,54.0,61.0,427900.0,241300.0,186600.0,5,NH,1.0
2015-03-20,Mount Road ATM,179.0,109.0,70.0,766900.0,570900.0,196000.0,5,NH,1.0
2015-03-20,KK Nagar ATM,75.0,65.0,10.0,385200.0,356100.0,29100.0,5,NH,1.0
2015-03-20,Airport ATM,87.0,70.0,17.0,456000.0,385500.0,70500.0,5,NH,1.0
2015-03-20,Big Street ATM,93.0,29.0,64.0,338100.0,116700.0,221400.0,5,NH,1.0
2015-03-21,Christ College ATM,142.0,60.0,82.0,765000.0,477700.0,287300.0,6,H,0.0
2015-03-21,Mount Road ATM,173.0,101.0,72.0,738900.0,574400.0,164500.0,6,H,0.0
2015-03-21,KK Nagar ATM,73.0,54.0,19.0,379100.0,302800.0,76300.0,6,H,0.0
2015-03-21,Airport ATM,109.0,82.0,27.0,633400.0,560500.0,72900.0,6,H,0.0
2015-03-21,Big Street ATM,142.0,37.0,105.0,428000.0,160200.0,267800.0,6,H,0.0
2015-03-22,Christ College ATM,150.0,39.0,111.0,508600.0,125100.0,383500.0,7,NH,0.0
2015-03-22,Mount Road ATM,116.0,49.0,67.0,317800.0,144200.0,173600.0,7,NH,0.0
2015-03-22,KK Nagar ATM,101.0,67.0,34.0,392500.0,210100.0,182400.0,7,NH,0.0
2015-03-22,Airport ATM,84.0,62.0,22.0,376700.0,315100.0,61600.0,7,NH,0.0
2015-03-22,Big Street ATM,109.0,30.0,79.0,328100.0,120300.0,207800.0,7,NH,0.0
2015-03-23,Christ College ATM,151.0,61.0,90.0,568900.0,287400.0,281500.0,1,NH,1.0
2015-03-23,Mount Road ATM,113.0,79.0,34.0,480400.0,359100.0,121300.0,1,NH,1.0
2015-03-23,KK Nagar ATM,104.0,74.0,30.0,470300.0,358300.0,112000.0,1,NH,1.0
2015-03-23,Airport ATM,97.0,72.0,25.0,498900.0,405800.0,93100.0,1,NH,1.0
2015-03-23,Big Street ATM,120.0,43.0,77.0,343700.0,117000.0,226700.0,1,NH,1.0
2015-03-24,Christ College ATM,132.0,64.0,68.0,448500.0,258700.0,189800.0,2,NH,1.0
2015-03-24,Mount Road ATM,137.0,79.0,58.0,528300.0,299400.0,228900.0,2,NH,1.0
2015-03-24,KK Nagar ATM,88.0,64.0,24.0,423100.0,318300.0,104800.0,2,NH,1.0
2015-03-24,Airport ATM,101.0,81.0,20.0,588400.0,522900.0,65500.0,2,NH,1.0
2015-03-24,Big Street ATM,131.0,52.0,79.0,457700.0,243700.0,214000.0,2,NH,1.0
2015-03-25,Christ College ATM,125.0,62.0,63.0,529200.0,366400.0,162800.0,3,NH,1.0
2015-03-25,Mount Road ATM,193.0,121.0,72.0,772800.0,567200.0,205600.0,3,NH,1.0
2015-03-25,KK Nagar ATM,76.0,61.0,15.0,347500.0,282200.0,65300.0,3,NH,1.0
2015-03-25,Airport ATM,129.0,112.0,17.0,888000.0,817100.0,70900.0,3,NH,1.0
2015-03-25,Big Street ATM,106.0,42.0,64.0,378400.0,196800.0,181600.0,3,NH,1.0
2015-03-26,Christ College ATM,106.0,44.0,62.0,496000.0,235300.0,260700.0,4,NH,1.0
2015-03-26,Mount Road ATM,152.0,104.0,48.0,591600.0,487900.0,103700.0,4,NH,1.0
2015-03-26,KK Nagar ATM,89.0,72.0,17.0,360000.0,314300.0,45700.0,4,NH,1.0
2015-03-26,Airport ATM,97.0,76.0,21.0,532800.0,493600.0,39200.0,4,NH,1.0
2015-03-26,Big Street ATM,108.0,42.0,66.0,404100.0,219200.0,184900.0,4,NH,1.0
2015-03-27,Christ College ATM,145.0,69.0,76.0,701000.0,443500.0,257500.0,5,NH,1.0
2015-03-27,Mount Road ATM,158.0,100.0,58.0,412900.0,319200.0,93700.0,5,NH,1.0
2015-03-27,KK Nagar ATM,86.0,70.0,16.0,467200.0,412200.0,55000.0,5,NH,1.0
2015-03-27,Airport ATM,79.0,55.0,24.0,358100.0,295400.0,62700.0,5,NH,1.0
2015-03-27,Big Street ATM,112.0,49.0,63.0,352900.0,206000.0,146900.0,5,NH,1.0
2015-03-28,Christ College ATM,117.0,58.0,59.0,527200.0,371700.0,155500.0,6,NH,0.0
2015-03-28,Mount Road ATM,164.0,109.0,55.0,560400.0,389400.0,171000.0,6,NH,0.0
2015-03-28,KK Nagar ATM,94.0,77.0,17.0,504600.0,447400.0,57200.0,6,NH,0.0
2015-03-28,Airport ATM,94.0,71.0,23.0,421400.0,360800.0,60600.0,6,NH,0.0
2015-03-28,Big Street ATM,11.0,11.0,0.0,64700.0,64700.0,0.0,6,NH,0.0
2015-03-29,Christ College ATM,102.0,48.0,54.0,321500.0,180900.0,140600.0,7,NH,0.0
2015-03-29,Mount Road ATM,130.0,64.0,66.0,408300.0,279100.0,129200.0,7,NH,0.0
2015-03-29,KK Nagar ATM,95.0,61.0,34.0,360500.0,243300.0,117200.0,7,NH,0.0
2015-03-29,Airport ATM,92.0,69.0,23.0,385000.0,338100.0,46900.0,7,NH,0.0
2015-03-29,Big Street ATM,78.0,25.0,53.0,246100.0,98600.0,147500.0,7,NH,0.0
2015-03-30,Christ College ATM,132.0,74.0,58.0,534100.0,387900.0,146200.0,1,NH,1.0
2015-03-30,Mount Road ATM,176.0,109.0,67.0,748200.0,502100.0,246100.0,1,NH,1.0
2015-03-30,KK Nagar ATM,117.0,88.0,29.0,655900.0,558200.0,97700.0,1,NH,1.0
2015-03-30,Airport ATM,99.0,72.0,27.0,528200.0,418400.0,109800.0,1,NH,1.0
2015-03-30,Big Street ATM,120.0,48.0,72.0,424800.0,218000.0,206800.0,1,NH,1.0
2015-03-31,Christ College ATM,89.0,45.0,44.0,452700.0,203800.0,248900.0,2,NH,1.0
2015-03-31,Mount Road ATM,201.0,136.0,65.0,811800.0,621200.0,190600.0,2,NH,1.0
2015-03-31,KK Nagar ATM,109.0,91.0,18.0,777700.0,682000.0,95700.0,2,NH,1.0
2015-03-31,Airport ATM,130.0,100.0,30.0,928900.0,801700.0,127200.0,2,NH,1.0
2015-03-31,Big Street ATM,122.0,42.0,80.0,511600.0,206700.0,304900.0,2,NH,1.0
2015-04-01,Christ College ATM,55.0,18.0,37.0,198700.0,57000.0,141700.0,3,M,0.0
2015-04-01,Mount Road ATM,124.0,65.0,59.0,436200.0,282300.0,153900.0,3,M,0.0
2015-04-01,KK Nagar ATM,179.0,101.0,78.0,688800.0,285200.0,403600.0,3,M,0.0
2015-04-01,Airport ATM,119.0,97.0,22.0,529400.0,457600.0,71800.0,3,M,0.0
2015-04-01,Big Street ATM,87.0,39.0,48.0,291600.0,115000.0,176600.0,3,M,0.0
2015-04-02,Christ College ATM,110.0,49.0,61.0,552200.0,212500.0,339700.0,4,NH,1.0
2015-04-02,Mount Road ATM,202.0,123.0,79.0,902100.0,598900.0,303200.0,4,NH,1.0
2015-04-02,KK Nagar ATM,77.0,55.0,22.0,291400.0,180200.0,111200.0,4,NH,1.0
2015-04-02,Airport ATM,116.0,95.0,21.0,569700.0,515100.0,54600.0,4,NH,1.0
2015-04-02,Big Street ATM,119.0,51.0,68.0,462100.0,237400.0,224700.0,4,NH,1.0
2015-04-03,Christ College ATM,147.0,72.0,75.0,737900.0,333900.0,404000.0,5,NH,1.0
2015-04-03,Mount Road ATM,216.0,113.0,103.0,1118800.0,714600.0,404200.0,5,NH,1.0
2015-04-03,KK Nagar ATM,142.0,97.0,45.0,893500.0,688300.0,205200.0,5,NH,1.0
2015-04-03,Airport ATM,136.0,99.0,37.0,883700.0,721200.0,162500.0,5,NH,1.0
2015-04-03,Big Street ATM,116.0,37.0,79.0,485400.0,215200.0,270200.0,5,NH,1.0
2015-04-04,Christ College ATM,102.0,36.0,66.0,398800.0,177000.0,221800.0,6,NH,0.0
2015-04-04,Mount Road ATM,166.0,103.0,63.0,475600.0,338500.0,137100.0,6,NH,0.0
2015-04-04,KK Nagar ATM,70.0,44.0,26.0,222800.0,139700.0,83100.0,6,NH,0.0
2015-04-04,Airport ATM,63.0,47.0,16.0,289700.0,222000.0,67700.0,6,NH,0.0
2015-04-04,Big Street ATM,70.0,19.0,51.0,246100.0,59100.0,187000.0,6,NH,0.0
2015-04-05,Christ College ATM,184.0,59.0,125.0,1002800.0,349600.0,653200.0,7,NH,1.0
2015-04-05,Mount Road ATM,169.0,93.0,76.0,929100.0,597300.0,331800.0,7,NH,1.0
2015-04-05,KK Nagar ATM,108.0,77.0,31.0,333300.0,241400.0,91900.0,7,NH,1.0
2015-04-05,Airport ATM,134.0,104.0,30.0,806200.0,636300.0,169900.0,7,NH,1.0
2015-04-05,Big Street ATM,97.0,28.0,69.0,392800.0,113000.0,279800.0,7,NH,1.0
2015-04-06,Christ College ATM,228.0,82.0,146.0,1072900.0,394400.0,678500.0,1,NH,1.0
2015-04-06,Mount Road ATM,200.0,124.0,76.0,1034200.0,694700.0,339500.0,1,NH,1.0
2015-04-06,KK Nagar ATM,146.0,91.0,55.0,826300.0,488200.0,338100.0,1,NH,1.0
2015-04-06,Airport ATM,107.0,83.0,24.0,550000.0,466400.0,83600.0,1,NH,1.0
2015-04-06,Big Street ATM,103.0,27.0,76.0,404400.0,147100.0,257300.0,1,NH,1.0
2015-04-07,Christ College ATM,38.0,23.0,15.0,175100.0,119400.0,55700.0,2,NH,0.0
2015-04-07,Mount Road ATM,179.0,103.0,76.0,930900.0,622200.0,308700.0,2,NH,0.0
2015-04-07,KK Nagar ATM,66.0,50.0,16.0,298700.0,242500.0,56200.0,2,NH,0.0
2015-04-07,Airport ATM,94.0,69.0,25.0,548700.0,465400.0,83300.0,2,NH,0.0
2015-04-07,Big Street ATM,136.0,44.0,92.0,531700.0,230100.0,301600.0,2,NH,0.0
2015-04-08,Christ College ATM,142.0,71.0,71.0,688700.0,381500.0,307200.0,3,NH,1.0
2015-04-08,Mount Road ATM,115.0,75.0,40.0,479000.0,375300.0,103700.0,3,NH,1.0
2015-04-08,KK Nagar ATM,22.0,13.0,9.0,128400.0,73700.0,54700.0,3,NH,1.0
2015-04-08,Airport ATM,39.0,27.0,12.0,182800.0,135100.0,47700.0,3,NH,1.0
2015-04-08,Big Street ATM,113.0,46.0,67.0,527000.0,246400.0,280600.0,3,NH,1.0
2015-04-09,Christ College ATM,178.0,76.0,102.0,823800.0,416200.0,407600.0,4,NH,1.0
2015-04-09,Mount Road ATM,137.0,80.0,57.0,558200.0,356100.0,202100.0,4,NH,1.0
2015-04-09,KK Nagar ATM,67.0,54.0,13.0,270900.0,213200.0,57700.0,4,NH,1.0
2015-04-09,Airport ATM,60.0,48.0,12.0,362100.0,311900.0,50200.0,4,NH,1.0
2015-04-09,Big Street ATM,116.0,35.0,81.0,453600.0,156600.0,297000.0,4,NH,1.0
2015-04-10,Christ College ATM,129.0,48.0,81.0,633600.0,307600.0,326000.0,5,NH,0.0
2015-04-10,Mount Road ATM,152.0,56.0,96.0,433300.0,215500.0,217800.0,5,NH,0.0
2015-04-10,KK Nagar ATM,95.0,56.0,39.0,480500.0,247900.0,232600.0,5,NH,0.0
2015-04-10,Airport ATM,38.0,27.0,11.0,71700.0,50300.0,21400.0,5,NH,0.0
2015-04-10,Big Street ATM,100.0,26.0,74.0,390900.0,180100.0,210800.0,5,NH,0.0
2015-04-11,Christ College ATM,148.0,67.0,81.0,747800.0,376800.0,371000.0,6,NH,1.0
2015-04-11,Mount Road ATM,256.0,136.0,120.0,1084500.0,702000.0,382500.0,6,NH,1.0
2015-04-11,KK Nagar ATM,182.0,132.0,50.0,1020500.0,785100.0,235400.0,6,NH,1.0
2015-04-11,Airport ATM,87.0,78.0,9.0,520400.0,501900.0,18500.0,6,NH,1.0
2015-04-11,Big Street ATM,143.0,53.0,90.0,617100.0,280100.0,337000.0,6,NH,1.0
2015-04-12,Christ College ATM,173.0,60.0,113.0,782000.0,306600.0,475400.0,7,NH,1.0
2015-04-12,Mount Road ATM,143.86702127659575,68.46719858156028,75.39982269503547,514833.2890070922,309084.7074468085,205748.5815602837,7,NH,0.0
2015-04-12,KK Nagar ATM,159.0,112.0,47.0,719500.0,546200.0,173300.0,7,NH,1.0
2015-04-12,Airport ATM,90.86063027075011,67.56813138038171,23.292498890368396,443635.6413670661,367107.94496227254,76527.6964047936,7,NH,0.0
2015-04-12,Big Street ATM,133.0,43.0,90.0,498200.0,235400.0,262800.0,7,NH,1.0
2015-04-13,Christ College ATM,168.0,69.0,99.0,902600.0,412700.0,489900.0,1,NH,1.0
2015-04-13,Mount Road ATM,138.0,83.0,55.0,553100.0,370900.0,182200.0,1,NH,1.0
2015-04-13,KK Nagar ATM,111.0,83.0,28.0,550600.0,418000.0,132600.0,1,NH,1.0
2015-04-13,Airport ATM,111.0,88.0,23.0,622000.0,540000.0,82000.0,1,NH,1.0
2015-04-13,Big Street ATM,112.0,37.0,75.0,472800.0,208600.0,264200.0,1,NH,1.0
2015-04-14,Christ College ATM,92.0,42.0,50.0,399200.0,226000.0,173200.0,2,H,0.0
2015-04-14,Mount Road ATM,101.0,49.0,52.0,336500.0,167400.0,169100.0,2,H,0.0
2015-04-14,KK Nagar ATM,93.0,57.0,36.0,575100.0,412300.0,162800.0,2,H,0.0
2015-04-14,Airport ATM,76.0,54.0,22.0,381600.0,238400.0,143200.0,2,H,0.0
2015-04-14,Big Street ATM,121.0,34.0,87.0,362800.0,141400.0,221400.0,2,H,0.0
2015-04-15,Christ College ATM,151.0,72.0,79.0,800600.0,439800.0,360800.0,3,NH,1.0
2015-04-15,Mount Road ATM,133.0,101.0,32.0,633500.0,559100.0,74400.0,3,NH,1.0
2015-04-15,KK Nagar ATM,163.0,110.0,53.0,468600.0,285100.0,183500.0,3,NH,1.0
2015-04-15,Airport ATM,98.0,73.0,25.0,496400.0,387300.0,109100.0,3,NH,1.0
2015-04-15,Big Street ATM,97.0,33.0,64.0,382500.0,176900.0,205600.0,3,NH,1.0
2015-04-16,Christ College ATM,126.0,66.0,60.0,668300.0,393800.0,274500.0,4,NH,1.0
2015-04-16,Mount Road ATM,137.0,82.0,55.0,545900.0,388700.0,157200.0,4,NH,1.0
2015-04-16,KK Nagar ATM,39.0,30.0,9.0,235400.0,201800.0,33600.0,4,NH,1.0
2015-04-16,Airport ATM,118.0,100.0,18.0,613200.0,536400.0,76800.0,4,NH,1.0
2015-04-16,Big Street ATM,106.0,37.0,69.0,395000.0,195700.0,199300.0,4,NH,1.0
2015-04-17,Christ College ATM,76.0,48.0,28.0,380700.0,262800.0,117900.0,5,NH,1.0
2015-04-17,Mount Road ATM,153.0,101.0,52.0,564800.0,413700.0,151100.0,5,NH,1.0
2015-04-17,KK Nagar ATM,50.0,38.0,12.0,194700.0,177800.0,16900.0,5,NH,1.0
2015-04-17,Airport ATM,107.0,79.0,28.0,573200.0,476800.0,96400.0,5,NH,1.0
2015-04-17,Big Street ATM,83.0,35.0,48.0,259100.0,159900.0,99200.0,5,NH,1.0
2015-04-18,Christ College ATM,128.0,51.0,77.0,555800.0,273300.0,282500.0,6,NH,0.0
2015-04-18,Mount Road ATM,192.0,107.0,85.0,765100.0,508500.0,256600.0,6,NH,0.0
2015-04-18,KK Nagar ATM,44.0,35.0,9.0,185200.0,160600.0,24600.0,6,NH,0.0
2015-04-18,Airport ATM,116.0,93.0,23.0,768800.0,716800.0,52000.0,6,NH,0.0
2015-04-18,Big Street ATM,102.0,29.0,73.0,296100.0,99500.0,196600.0,6,NH,0.0
2015-04-19,Christ College ATM,85.0,32.0,53.0,263200.0,110300.0,152900.0,7,NH,0.0
2015-04-19,Mount Road ATM,114.0,54.0,60.0,323000.0,210000.0,113000.0,7,NH,0.0
2015-04-19,KK Nagar ATM,76.0,53.0,23.0,273200.0,170200.0,103000.0,7,NH,0.0
2015-04-19,Airport ATM,75.0,60.0,15.0,403400.0,369200.0,34200.0,7,NH,0.0
2015-04-19,Big Street ATM,68.0,25.0,43.0,259900.0,136000.0,123900.0,7,NH,0.0
2015-04-20,Christ College ATM,119.0,51.0,68.0,539900.0,249100.0,290800.0,1,NH,1.0
2015-04-20,Mount Road ATM,173.0,108.0,65.0,717400.0,520900.0,196500.0,1,NH,1.0
2015-04-20,KK Nagar ATM,80.0,60.0,20.0,525100.0,423500.0,101600.0,1,NH,1.0
2015-04-20,Airport ATM,81.0,65.0,16.0,624800.0,579200.0,45600.0,1,NH,1.0
2015-04-20,Big Street ATM,93.0,33.0,60.0,377000.0,206000.0,171000.0,1,NH,1.0
2015-04-21,Christ College ATM,118.0,69.0,49.0,468700.0,266700.0,202000.0,2,NH,1.0
2015-04-21,Mount Road ATM,200.0,114.0,86.0,1042600.0,711200.0,331400.0,2,NH,1.0
2015-04-21,KK Nagar ATM,48.0,32.0,16.0,175400.0,111100.0,64300.0,2,NH,1.0
2015-04-21,Airport ATM,86.0,65.0,21.0,440600.0,374300.0,66300.0,2,NH,1.0
2015-04-21,Big Street ATM,119.0,50.0,69.0,598000.0,339000.0,259000.0,2,NH,1.0
2015-04-22,Christ College ATM,130.0,48.0,82.0,483200.0,188300.0,294900.0,3,NH,1.0
2015-04-22,Mount Road ATM,133.0,74.0,59.0,506300.0,337700.0,168600.0,3,NH,1.0
2015-04-22,KK Nagar ATM,30.0,20.0,10.0,143400.0,99900.0,43500.0,3,NH,1.0
2015-04-22,Airport ATM,99.0,81.0,18.0,543600.0,508600.0,35000.0,3,NH,1.0
2015-04-22,Big Street ATM,121.0,49.0,72.0,490800.0,293500.0,197300.0,3,NH,1.0
2015-04-23,Christ College ATM,134.0,35.0,99.0,666900.0,166100.0,500800.0,4,NH,1.0
2015-04-23,Mount Road ATM,141.0,94.0,47.0,443300.0,287800.0,155500.0,4,NH,1.0
2015-04-23,KK Nagar ATM,3.0,3.0,0.0,3300.0,3300.0,0.0,4,NH,1.0
2015-04-23,Airport ATM,103.0,86.0,17.0,468700.0,427900.0,40800.0,4,NH,1.0
2015-04-23,Big Street ATM,94.0,31.0,63.0,382000.0,159200.0,222800.0,4,NH,1.0
2015-04-24,Christ College ATM,161.0,48.0,113.0,652600.0,290100.0,362500.0,5,NH,1.0
2015-04-24,Mount Road ATM,162.0,97.0,65.0,560900.0,367200.0,193700.0,5,NH,1.0
2015-04-24,KK Nagar ATM,34.0,16.0,18.0,90000.0,64600.0,25400.0,5,NH,1.0
2015-04-24,Airport ATM,86.0,68.0,18.0,324000.0,288900.0,35100.0,5,NH,1.0
2015-04-24,Big Street ATM,130.0,49.0,81.0,471700.0,237700.0,234000.0,5,NH,1.0
2015-04-25,Christ College ATM,186.0,57.0,129.0,825400.0,298100.0,527300.0,6,NH,0.0
2015-04-25,Mount Road ATM,188.0,105.0,83.0,652300.0,421200.0,231100.0,6,NH,0.0
2015-04-25,KK Nagar ATM,74.0,52.0,22.0,389700.0,267400.0,122300.0,6,NH,0.0
2015-04-25,Airport ATM,104.0,90.0,14.0,722400.0,673600.0,48800.0,6,NH,0.0
2015-04-25,Big Street ATM,117.0,38.0,79.0,457000.0,222200.0,234800.0,6,NH,0.0
2015-04-26,Christ College ATM,179.0,37.0,142.0,659600.0,157000.0,502600.0,7,NH,0.0
2015-04-26,Mount Road ATM,139.0,58.0,81.0,419700.0,192900.0,226800.0,7,NH,0.0
2015-04-26,KK Nagar ATM,46.0,35.0,11.0,166200.0,129300.0,36900.0,7,NH,0.0
2015-04-26,Airport ATM,88.0,76.0,12.0,399200.0,367900.0,31300.0,7,NH,0.0
2015-04-26,Big Street ATM,29.0,8.0,21.0,123200.0,68400.0,54800.0,7,NH,0.0
2015-04-27,Christ College ATM,200.0,54.0,146.0,796600.0,334300.0,462300.0,1,NH,1.0
2015-04-27,Mount Road ATM,155.0,100.0,55.0,728100.0,534500.0,193600.0,1,NH,1.0
2015-04-27,KK Nagar ATM,132.0,92.0,40.0,659400.0,503600.0,155800.0,1,NH,1.0
2015-04-27,Airport ATM,111.0,91.0,20.0,698500.0,646200.0,52300.0,1,NH,1.0
2015-04-27,Big Street ATM,98.0,42.0,56.0,299800.0,206000.0,93800.0,1,NH,1.0
2015-04-28,Christ College ATM,214.0,65.0,149.0,804200.0,274100.0,530100.0,2,NH,1.0
2015-04-28,Mount Road ATM,176.0,104.0,72.0,635000.0,482400.0,152600.0,2,NH,1.0
2015-04-28,KK Nagar ATM,62.0,40.0,22.0,345300.0,258900.0,86400.0,2,NH,1.0
2015-04-28,Airport ATM,144.0,111.0,33.0,762100.0,639800.0,122300.0,2,NH,1.0
2015-04-28,Big Street ATM,81.0,34.0,47.0,303300.0,175300.0,128000.0,2,NH,1.0
2015-04-29,Christ College ATM,134.0,64.0,70.0,567700.0,358800.0,208900.0,3,NH,1.0
2015-04-29,Mount Road ATM,165.0,102.0,63.0,734500.0,551200.0,183300.0,3,NH,1.0
2015-04-29,KK Nagar ATM,111.0,71.0,40.0,650300.0,489700.0,160600.0,3,NH,1.0
2015-04-29,Airport ATM,105.0,84.0,21.0,603800.0,544400.0,59400.0,3,NH,1.0
2015-04-29,Big Street ATM,126.0,43.0,83.0,495000.0,243500.0,251500.0,3,NH,1.0
2015-04-30,Christ College ATM,151.0,66.0,85.0,608700.0,349800.0,258900.0,4,NH,1.0
2015-04-30,Mount Road ATM,153.0,101.0,52.0,645600.0,462300.0,183300.0,4,NH,1.0
2015-04-30,KK Nagar ATM,76.0,56.0,20.0,442900.0,355500.0,87400.0,4,NH,1.0
2015-04-30,Airport ATM,115.0,82.0,33.0,704800.0,606800.0,98000.0,4,NH,1.0
2015-04-30,Big Street ATM,116.0,40.0,76.0,465900.0,187200.0,278700.0,4,NH,1.0
2015-05-01,Christ College ATM,211.0,84.0,127.0,1153800.0,467900.0,685900.0,5,NH,1.0
2015-05-01,Mount Road ATM,192.0,133.0,59.0,1087100.0,877000.0,210100.0,5,NH,1.0
2015-05-01,KK Nagar ATM,203.0,122.0,81.0,1151300.0,766300.0,385000.0,5,NH,1.0
2015-05-01,Airport ATM,54.0,41.0,13.0,310700.0,264000.0,46700.0,5,NH,1.0
2015-05-01,Big Street ATM,69.0,23.0,46.0,204600.0,50200.0,154400.0,5,NH,1.0
2015-05-02,Christ College ATM,149.0,60.0,89.0,691900.0,298200.0,393700.0,6,NH,1.0
2015-05-02,Mount Road ATM,210.0,118.0,92.0,1036600.0,680100.0,356500.0,6,NH,1.0
2015-05-02,KK Nagar ATM,40.0,33.0,7.0,268400.0,246800.0,21600.0,6,NH,1.0
2015-05-02,Airport ATM,121.0,92.0,29.0,495300.0,429000.0,66300.0,6,NH,1.0
2015-05-02,Big Street ATM,123.0,40.0,83.0,455400.0,137900.0,317500.0,6,NH,1.0
2015-05-03,Christ College ATM,172.0,89.0,83.0,896500.0,548400.0,348100.0,7,NH,1.0
2015-05-03,Mount Road ATM,194.0,123.0,71.0,1017200.0,716000.0,301200.0,7,NH,1.0
2015-05-03,KK Nagar ATM,126.0,98.0,28.0,695800.0,554000.0,141800.0,7,NH,1.0
2015-05-03,Airport ATM,90.0,64.0,26.0,416600.0,336100.0,80500.0,7,NH,1.0
2015-05-03,Big Street ATM,124.0,53.0,71.0,384600.0,150600.0,234000.0,7,NH,1.0
2015-05-04,Christ College ATM,99.0,34.0,65.0,390600.0,169100.0,221500.0,1,NH,0.0
2015-05-04,Mount Road ATM,145.0,70.0,75.0,588100.0,349300.0,238800.0,1,NH,0.0
