date,atm_name,withdrawals_total,withdrawals_xyz,withdrawals_other,amount_total,amount_xyz,amount_other,weekday,festival,working_day
2012-10-11,Big Street ATM,132.0,38.0,94.0,491800.0,244500.0,247300.0,4,NH,0.0
2012-10-12,Christ College ATM,106.0,52.0,54.0,476500.0,267300.0,209200.0,5,NH,0.0
2012-10-12,Mount Road ATM,189.0,113.0,76.0,725900.0,555200.0,170700.0,5,NH,0.0
2012-10-12,KK Nagar ATM,257.0,179.0,78.0,1091500.0,809400.0,282100.0,5,NH,0.0
2012-10-12,Airport ATM,95.0,59.0,36.0,499800.0,397300.0,102500.0,5,NH,0.0
2012-10-12,Big Street ATM,95.0,27.0,68.0,300700.0,123800.0,176900.0,5,NH,0.0
2012-10-13,Christ College ATM,129.0,58.0,71.0,523800.0,331500.0,192300.0,6,NH,0.0
2012-10-13,Mount Road ATM,239.0,104.0,135.0,854500.0,496600.0,357900.0,6,NH,0.0
2012-10-13,KK Nagar ATM,307.0,205.0,102.0,1159100.0,828800.0,330300.0,6,NH,0.0
2012-10-13,Airport ATM,46.0,37.0,9.0,267300.0,255200.0,12100.0,6,NH,0.0
2012-10-13,Big Street ATM,87.0,30.0,57.0,270700.0,152700.0,118000.0,6,NH,0.0
2012-10-14,Christ College ATM,89.0,41.0,48.0,371500.0,232700.0,138800.0,7,NH,0.0
2012-10-14,Mount Road ATM,179.0,66.0,113.0,400800.0,251400.0,149400.0,7,NH,0.0
2012-10-14,KK Nagar ATM,213.0,125.0,88.0,849900.0,517500.0,332400.0,7,NH,0.0
2012-10-14,Airport ATM,136.0,89.0,47.0,481500.0,377000.0,104500.0,7,NH,0.0
2012-10-14,Big Street ATM,63.0,17.0,46.0,207800.0,85700.0,122100.0,7,NH,0.0
2012-10-15,Christ College ATM,143.0,48.0,95.0,683300.0,322900.0,360400.0,1,NH,0.0
2012-10-15,Mount Road ATM,197.0,97.0,100.0,567000.0,337200.0,229800.0,1,NH,0.0
2012-10-15,KK Nagar ATM,281.0,218.0,63.0,1449500.0,1185200.0,264300.0,1,NH,0.0
2012-10-15,Airport ATM,151.0,102.0,49.0,946600.0,717500.0,229100.0,1,NH,0.0
2012-10-15,Big Street ATM,84.0,37.0,47.0,293400.0,217500.0,75900.0,1,NH,0.0
2012-10-16,Christ College ATM,110.0,57.0,53.0,478800.0,300700.0,178100.0,2,NH,0.0
2012-10-16,Mount Road ATM,162.0,85.0,77.0,495800.0,287800.0,208000.0,2,NH,0.0
2012-10-16,KK Nagar ATM,260.0,200.0,60.0,1168300.0,973800.0,194500.0,2,NH,0.0
2012-10-16,Airport ATM,129.0,88.0,41.0,554300.0,375700.0,178600.0,2,NH,0.0
2012-10-16,Big Street ATM,80.0,27.0,53.0,310400.0,184200.0,126200.0,2,NH,0.0
2012-10-17,Christ College ATM,100.0,50.0,50.0,464500.0,303500.0,161000.0,3,NH,0.0
2012-10-17,Mount Road ATM,143.0,67.0,76.0,355600.0,160200.0,195400.0,3,NH,0.0
2012-10-17,KK Nagar ATM,266.0,207.0,59.0,1379900.0,1149800.0,230100.0,3,NH,0.0
2012-10-17,Airport ATM,113.0,86.0,27.0,526700.0,439300.0,87400.0,3,NH,0.0
2012-10-17,Big Street ATM,79.0,27.0,52.0,252100.0,133400.0,118700.0,3,NH,0.0
2012-10-18,Christ College ATM,90.0,41.0,49.0,380600.0,238200.0,142400.0,4,NH,0.0
2012-10-18,Mount Road ATM,159.0,77.0,82.0,447000.0,249800.0,197200.0,4,NH,0.0
2012-10-18,KK Nagar ATM,176.0,127.0,49.0,748400.0,574200.0,174200.0,4,NH,0.0
2012-10-18,Airport ATM,61.0,48.0,13.0,236400.0,210400.0,26000.0,4,NH,0.0
2012-10-18,Big Street ATM,68.0,20.0,48.0,244700.0,113500.0,131200.0,4,NH,0.0
2012-10-19,Christ College ATM,88.0,53.0,35.0,487800.0,359700.0,128100.0,5,NH,0.0
2012-10-19,Mount Road ATM,188.0,77.0,111.0,750300.0,430500.0,319800.0,5,NH,0.0
2012-10-19,KK Nagar ATM,210.0,158.0,52.0,752700.0,616200.0,136500.0,5,NH,0.0
2012-10-19,Airport ATM,68.0,57.0,11.0,276600.0,260000.0,16600.0,5,NH,0.0
2012-10-19,Big Street ATM,69.0,21.0,48.0,174200.0,72400.0,101800.0,5,NH,0.0
2012-10-20,Christ College ATM,100.0,49.0,51.0,488800.0,306300.0,182500.0,6,NH,0.0
2012-10-20,Mount Road ATM,222.0,91.0,131.0,629700.0,383000.0,246700.0,6,NH,0.0
2012-10-20,KK Nagar ATM,267.0,199.0,68.0,1088600.0,835500.0,253100.0,6,NH,0.0
2012-10-20,Airport ATM,124.0,84.0,40.0,564200.0,438400.0,125800.0,6,NH,0.0
2012-10-20,Big Street ATM,86.0,24.0,62.0,264400.0,128400.0,136000.0,6,NH,0.0
2012-10-21,Christ College ATM,57.0,29.0,28.0,250400.0,168600.0,81800.0,7,NH,0.0
2012-10-21,Mount Road ATM,141.0,38.0,103.0,316900.0,136100.0,180800.0,7,NH,0.0
2012-10-21,KK Nagar ATM,141.0,113.0,28.0,547100.0,468900.0,78200.0,7,NH,0.0
2012-10-21,Airport ATM,81.0,56.0,25.0,292200.0,240500.0,51700.0,7,NH,0.0
2012-10-21,Big Street ATM,102.0,39.0,63.0,341100.0,180600.0,160500.0,7,NH,0.0
2012-10-22,Christ College ATM,94.0,58.0,36.0,530700.0,424000.0,106700.0,1,NH,0.0
2012-10-22,Mount Road ATM,192.0,94.0,98.0,646000.0,391400.0,254600.0,1,NH,0.0
2012-10-22,KK Nagar ATM,307.0,238.0,69.0,1437700.0,1216000.0,221700.0,1,NH,0.0
2012-10-22,Airport ATM,119.0,98.0,21.0,651100.0,597800.0,53300.0,1,NH,0.0
2012-10-22,Big Street ATM,55.0,19.0,36.0,174100.0,76800.0,97300.0,1,NH,0.0
2012-10-23,Christ College ATM,68.0,35.0,33.0,365700.0,256700.0,109000.0,2,H,0.0
2012-10-23,Mount Road ATM,132.0,47.0,85.0,394600.0,246900.0,147700.0,2,H,0.0
2012-10-23,KK Nagar ATM,124.0,99.0,25.0,408700.0,344100.0,64600.0,2,H,0.0
2012-10-23,Airport ATM,73.0,48.0,25.0,313400.0,235300.0,78100.0,2,H,0.0
2012-10-23,Big Street ATM,77.0,31.0,46.0,278600.0,169100.0,109500.0,2,H,0.0
2012-10-24,Christ College ATM,67.0,45.0,22.0,256000.0,191500.0,64500.0,3,H,0.0
2012-10-24,Mount Road ATM,143.0,48.0,95.0,336000.0,150700.0,185300.0,3,H,0.0
2012-10-24,KK Nagar ATM,206.0,128.0,78.0,853800.0,537500.0,316300.0,3,H,0.0
2012-10-24,Airport ATM,88.0,67.0,21.0,451800.0,371400.0,80400.0,3,H,0.0
2012-10-24,Big Street ATM,76.0,30.0,46.0,221600.0,128300.0,93300.0,3,H,0.0
2012-10-25,Christ College ATM,101.0,63.0,38.0,448300.0,320900.0,127400.0,4,H,0.0
2012-10-25,Mount Road ATM,162.0,80.0,82.0,439000.0,245400.0,193600.0,4,H,0.0
2012-10-25,KK Nagar ATM,305.0,204.0,101.0,1496700.0,1066200.0,430500.0,4,H,0.0
2012-10-25,Airport ATM,108.0,75.0,33.0,428400.0,351900.0,76500.0,4,H,0.0
2012-10-25,Big Street ATM,64.0,24.0,40.0,226400.0,86100.0,140300.0,4,H,0.0
2012-10-26,Christ College ATM,56.0,32.0,24.0,227400.0,170300.0,57100.0,5,H,0.0
2012-10-26,Mount Road ATM,181.0,90.0,91.0,540800.0,336800.0,204000.0,5,H,0.0
2012-10-26,KK Nagar ATM,288.0,212.0,76.0,1260000.0,969400.0,290600.0,5,H,0.0
2012-10-26,Airport ATM,101.0,79.0,22.0,518200.0,471400.0,46800.0,5,H,0.0
2012-10-26,Big Street ATM,76.0,26.0,50.0,297100.0,163400.0,133700.0,5,H,0.0
2012-10-27,Christ College ATM,74.0,33.0,41.0,308700.0,188600.0,120100.0,6,M,0.0
2012-10-27,Mount Road ATM,156.0,58.0,98.0,440300.0,274400.0,165900.0,6,M,0.0
2012-10-27,KK Nagar ATM,227.0,160.0,67.0,1051000.0,782100.0,268900.0,6,M,0.0
2012-10-27,Airport ATM,111.0,87.0,24.0,494700.0,413800.0,80900.0,6,M,0.0
2012-10-27,Big Street ATM,57.0,21.0,36.0,148600.0,75800.0,72800.0,6,M,0.0
2012-10-28,Christ College ATM,97.0,31.0,66.0,317200.0,174900.0,142300.0,7,NH,0.0
2012-10-28,Mount Road ATM,163.0,39.0,124.0,464300.0,138600.0,325700.0,7,NH,0.0
2012-10-28,KK Nagar ATM,170.0,120.0,50.0,722600.0,529800.0,192800.0,7,NH,0.0
2012-10-28,Airport ATM,92.0,58.0,34.0,307000.0,252400.0,54600.0,7,NH,0.0
2012-10-28,Big Street ATM,63.0,22.0,41.0,185600.0,97200.0,88400.0,7,NH,0.0
2012-10-29,Christ College ATM,104.0,37.0,67.0,343200.0,115000.0,228200.0,1,NH,0.0
2012-10-29,Mount Road ATM,77.0,42.0,35.0,185300.0,128600.0,56700.0,1,NH,0.0
2012-10-29,KK Nagar ATM,281.0,215.0,66.0,1001800.0,778500.0,223300.0,1,NH,0.0
2012-10-29,Airport ATM,118.0,92.0,26.0,556300.0,467200.0,89100.0,1,NH,0.0
2012-10-29,Big Street ATM,53.0,23.0,30.0,157300.0,85500.0,71800.0,1,NH,0.0
2012-10-30,Christ College ATM,99.0,52.0,47.0,368400.0,237800.0,130600.0,2,NH,0.0
2012-10-30,Mount Road ATM,119.0,63.0,56.0,401600.0,268400.0,133200.0,2,NH,0.0
2012-10-30,KK Nagar ATM,151.0,123.0,28.0,639000.0,520200.0,118800.0,2,NH,0.0
2012-10-30,Airport ATM,30.0,20.0,10.0,112000.0,66500.0,45500.0,2,NH,0.0
2012-10-30,Big Street ATM,50.0,23.0,27.0,150400.0,108700.0,41700.0,2,NH,0.0
2012-10-31,Christ College ATM,59.0,21.0,38.0,321000.0,141300.0,179700.0,3,NH,0.0
2012-10-31,Mount Road ATM,146.0,67.0,79.0,495000.0,250200.0,244800.0,3,NH,0.0
2012-10-31,KK Nagar ATM,165.0,131.0,34.0,803600.0,634400.0,169200.0,3,NH,0.0
2012-10-31,Airport ATM,62.0,53.0,9.0,327500.0,295000.0,32500.0,3,NH,0.0
2012-10-31,Big Street ATM,80.0,29.0,51.0,231300.0,65200.0,166100.0,3,NH,0.0
2012-11-01,Christ College ATM,102.0,54.0,48.0,412400.0,219700.0,192700.0,4,NH,0.0
2012-11-01,Mount Road ATM,178.0,70.0,108.0,522100.0,258600.0,263500.0,4,NH,0.0
2012-11-01,KK Nagar ATM,187.0,129.0,58.0,849500.0,629300.0,220200.0,4,NH,0.0
2012-11-01,Airport ATM,119.0,96.0,23.0,530900.0,459400.0,71500.0,4,NH,0.0
2012-11-01,Big Street ATM,56.0,33.0,23.0,200200.0,136100.0,64100.0,4,NH,0.0
2012-11-02,Christ College ATM,101.0,53.0,48.0,482100.0,339600.0,142500.0,5,NH,0.0
2012-11-02,Mount Road ATM,167.0,81.0,86.0,534500.0,350900.0,183600.0,5,NH,0.0
2012-11-02,KK Nagar ATM,151.0,119.0,32.0,590200.0,499300.0,90900.0,5,NH,0.0
2012-11-02,Airport ATM,114.0,86.0,28.0,616600.0,473200.0,143400.0,5,NH,0.0
2012-11-02,Big Street ATM,52.0,27.0,25.0,261200.0,156600.0,104600.0,5,NH,0.0
2012-11-03,Christ College ATM,62.0,25.0,37.0,235000.0,96600.0,138400.0,6,NH,0.0
2012-11-03,Mount Road ATM,126.0,31.0,95.0,190500.0,72400.0,118100.0,6,NH,0.0
2012-11-03,KK Nagar ATM,94.0,43.0,51.0,302700.0,128900.0,173800.0,6,NH,0.0
2012-11-03,Airport ATM,69.0,48.0,21.0,265200.0,230900.0,34300.0,6,NH,0.0
2012-11-03,Big Street ATM,28.0,11.0,17.0,106400.0,73300.0,33100.0,6,NH,0.0
2012-11-04,Christ College ATM,72.0,52.0,20.0,412400.0,332800.0,79600.0,7,NH,0.0
2012-11-04,Mount Road ATM,131.0,76.0,55.0,451600.0,294200.0,157400.0,7,NH,0.0
2012-11-04,KK Nagar ATM,143.0,129.0,14.0,503800.0,464900.0,38900.0,7,NH,0.0
2012-11-04,Airport ATM,123.0,107.0,16.0,616200.0,564900.0,51300.0,7,NH,0.0
2012-11-04,Big Street ATM,48.0,27.0,21.0,257600.0,149700.0,107900.0,7,NH,0.0
2012-11-05,Christ College ATM,70.0,55.0,15.0,310000.0,256200.0,53800.0,1,NH,0.0
2012-11-05,Mount Road ATM,111.0,69.0,42.0,423200.0,334100.0,89100.0,1,NH,0.0
2012-11-05,KK Nagar ATM,177.0,153.0,24.0,708600.0,629800.0,78800.0,1,NH,0.0
2012-11-05,Airport ATM,108.0,75.0,33.0,467300.0,326700.0,140600.0,1,NH,0.0
2012-11-05,Big Street ATM,45.0,28.0,17.0,193300.0,129600.0,63700.0,1,NH,0.0
2012-11-06,Christ College ATM,42.0,27.0,15.0,95900.0,44900.0,51000.0,2,NH,0.0
2012-11-06,Mount Road ATM,198.0,75.0,123.0,684800.0,316600.0,368200.0,2,NH,0.0
2012-11-06,KK Nagar ATM,246.0,178.0,68.0,1052000.0,789100.0,262900.0,2,NH,0.0
2012-11-06,Airport ATM,143.0,83.0,60.0,522200.0,346900.0,175300.0,2,NH,0.0
2012-11-06,Big Street ATM,76.0,21.0,55.0,221200.0,79400.0,141800.0,2,NH,0.0
2012-11-07,Christ College ATM,83.0,48.0,35.0,373500.0,248200.0,125300.0,3,NH,0.0
2012-11-07,Mount Road ATM,142.0,94.0,48.0,557100.0,451700.0,105400.0,3,NH,0.0
2012-11-07,KK Nagar ATM,189.0,155.0,34.0,658200.0,552800.0,105400.0,3,NH,0.0
2012-11-07,Airport ATM,144.0,108.0,36.0,701800.0,613500.0,88300.0,3,NH,0.0
2012-11-07,Big Street ATM,51.0,14.0,37.0,182900.0,64400.0,118500.0,3,NH,0.0
2012-11-08,Christ College ATM,131.0,46.0,85.0,622200.0,245900.0,376300.0,4,NH,0.0
2012-11-08,Mount Road ATM,218.0,88.0,130.0,709000.0,392300.0,316700.0,4,NH,0.0
2012-11-08,KK Nagar ATM,291.0,216.0,75.0,1293000.0,1014600.0,278400.0,4,NH,0.0
2012-11-08,Airport ATM,133.0,100.0,33.0,632000.0,486700.0,145300.0,4,NH,0.0
2012-11-08,Big Street ATM,13.0,6.0,7.0,30300.0,10900.0,19400.0,4,NH,0.0
2012-11-09,Christ College ATM,131.0,40.0,91.0,654600.0,245700.0,408900.0,5,NH,0.0
2012-11-09,Mount Road ATM,201.0,113.0,88.0,650300.0,479800.0,170500.0,5,NH,0.0
2012-11-09,KK Nagar ATM,235.0,200.0,35.0,1163300.0,1030600.0,132700.0,5,NH,0.0
2012-11-09,Airport ATM,136.0,93.0,43.0,671500.0,527000.0,144500.0,5,NH,0.0
2012-11-09,Big Street ATM,64.0,20.0,44.0,202800.0,68200.0,134600.0,5,NH,0.0
2012-11-10,Christ College ATM,129.0,54.0,75.0,618400.0,332500.0,285900.0,6,NH,0.0
2012-11-10,Mount Road ATM,207.0,104.0,103.0,752200.0,454200.0,298000.0,6,NH,0.0
2012-11-10,KK Nagar ATM,287.0,198.0,89.0,1215000.0,767000.0,448000.0,6,NH,0.0
2012-11-10,Airport ATM,118.0,86.0,32.0,600000.0,483000.0,117000.0,6,NH,0.0
2012-11-10,Big Street ATM,91.0,30.0,61.0,361400.0,183100.0,178300.0,6,NH,0.0
2012-11-11,Christ College ATM,155.0,47.0,108.0,583700.0,203300.0,380400.0,7,NH,0.0
2012-11-11,Mount Road ATM,229.0,40.0,189.0,672500.0,192400.0,480100.0,7,NH,0.0
2012-11-11,KK Nagar ATM,409.0,182.0,227.0,1276700.0,573800.0,702900.0,7,NH,0.0
2012-11-11,Airport ATM,122.0,79.0,43.0,558600.0,398700.0,159900.0,7,NH,0.0
2012-11-11,Big Street ATM,127.0,41.0,86.0,466800.0,215400.0,251400.0,7,NH,0.0
2012-11-12,Christ College ATM,125.0,50.0,75.0,582500.0,253200.0,329300.0,1,NH,0.0
2012-11-12,Mount Road ATM,119.0,67.0,52.0,378600.0,271800.0,106800.0,1,NH,0.0
2012-11-12,KK Nagar ATM,323.0,259.0,64.0,1441600.0,1183300.0,258300.0,1,NH,0.0
2012-11-12,Airport ATM,100.0,81.0,19.0,507000.0,455000.0,52000.0,1,NH,0.0
2012-11-12,Big Street ATM,85.0,26.0,59.0,325300.0,139200.0,186100.0,1,NH,0.0
2012-11-13,Christ College ATM,55.0,22.0,33.0,179800.0,88700.0,91100.0,2,H,0.0
2012-11-13,Mount Road ATM,86.0,29.0,57.0,283600.0,160200.0,123400.0,2,H,0.0
2012-11-13,KK Nagar ATM,111.0,42.0,69.0,169800.0,66600.0,103200.0,2,H,0.0
2012-11-13,Airport ATM,55.0,34.0,21.0,140700.0,98500.0,42200.0,2,H,0.0
2012-11-13,Big Street ATM,105.0,18.0,87.0,374200.0,104700.0,269500.0,2,H,0.0
2012-11-14,Christ College ATM,82.0,42.0,40.0,267100.0,130100.0,137000.0,3,H,0.0
2012-11-14,Mount Road ATM,122.0,63.0,59.0,420500.0,260700.0,159800.0,3,H,0.0
2012-11-14,KK Nagar ATM,243.0,144.0,99.0,1017500.0,620800.0,396700.0,3,H,0.0
2012-11-14,Airport ATM,99.0,74.0,25.0,514100.0,439600.0,74500.0,3,H,0.0
2012-11-14,Big Street ATM,62.0,13.0,49.0,185500.0,48900.0,136600.0,3,H,0.0
2012-11-15,Christ College ATM,106.0,53.0,53.0,515600.0,294300.0,221300.0,4,H,0.0
2012-11-15,Mount Road ATM,125.0,63.0,62.0,393700.0,225500.0,168200.0,4,H,0.0
2012-11-15,KK Nagar ATM,270.0,180.0,90.0,908700.0,625800.0,282900.0,4,H,0.0
2012-11-15,Airport ATM,109.0,82.0,27.0,502700.0,431000.0,71700.0,4,H,0.0
2012-11-15,Big Street ATM,76.0,20.0,56.0,246100.0,116400.0,129700.0,4,H,0.0
2012-11-16,Christ College ATM,98.0,54.0,44.0,364600.0,196500.0,168100.0,5,H,0.0
2012-11-16,Mount Road ATM,120.0,68.0,52.0,353700.0,226100.0,127600.0,5,H,0.0
2012-11-16,KK Nagar ATM,246.0,193.0,53.0,1065700.0,876200.0,189500.0,5,H,0.0
2012-11-16,Airport ATM,83.0,67.0,16.0,391400.0,349300.0,42100.0,5,H,0.0
2012-11-16,Big Street ATM,70.0,29.0,41.0,346900.0,220500.0,126400.0,5,H,0.0
2012-11-17,Christ College ATM,118.0,54.0,64.0,578800.0,324900.0,253900.0,6,NH,0.0
2012-11-17,Mount Road ATM,167.0,87.0,80.0,506100.0,320700.0,185400.0,6,NH,0.0
2012-11-17,KK Nagar ATM,286.0,210.0,76.0,1120800.0,840600.0,280200.0,6,NH,0.0
2012-11-17,Airport ATM,102.0,76.0,26.0,420800.0,332300.0,88500.0,6,NH,0.0
2012-11-17,Big Street ATM,55.0,19.0,36.0,232400.0,159000.0,73400.0,6,NH,0.0
2012-11-18,Christ College ATM,77.0,26.0,51.0,239100.0,80800.0,158300.0,7,NH,0.0
2012-11-18,Mount Road ATM,1.0,1.0,0.0,400.0,400.0,0.0,7,NH,0.0
2012-11-18,KK Nagar ATM,114.0,74.0,40.0,349200.0,246600.0,102600.0,7,NH,0.0
2012-11-18,Airport ATM,97.0,75.0,22.0,436300.0,397900.0,38400.0,7,NH,0.0
2012-11-18,Big Street ATM,87.96176720475786,29.21410365335599,58.74766355140187,308589.422259983,137435.8113848768,171153.6108751062,7,NH,0.0
2012-11-19,Christ College ATM,66.0,27.0,39.0,202500.0,92800.0,109700.0,1,NH,0.0
2012-11-19,Mount Road ATM,132.0,57.0,75.0,338300.0,172500.0,165800.0,1,NH,0.0
2012-11-19,KK Nagar ATM,266.0,178.0,88.0,980500.0,687100.0,293400.0,1,NH,0.0
2012-11-19,Airport ATM,107.0,67.0,40.0,520000.0,395300.0,124700.0,1,NH,0.0
2012-11-19,Big Street ATM,86.0,32.0,54.0,332800.0,195400.0,137400.0,1,NH,0.0
2012-11-20,Christ College ATM,81.0,50.0,31.0,336100.0,236800.0,99300.0,2,NH,0.0
2012-11-20,Mount Road ATM,197.0,102.0,95.0,684000.0,448600.0,235400.0,2,NH,0.0
2012-11-20,KK Nagar ATM,239.0,173.0,66.0,844200.0,674200.0,170000.0,2,NH,0.0
2012-11-20,Airport ATM,96.0,69.0,27.0,334600.0,267400.0,67200.0,2,NH,0.0
2012-11-20,Big Street ATM,81.0,29.0,52.0,277800.0,123900.0,153900.0,2,NH,0.0
2012-11-21,Christ College ATM,80.0,52.0,28.0,426700.0,319400.0,107300.0,3,NH,0.0
2012-11-21,Mount Road ATM,162.0,81.0,81.0,422900.0,266100.0,156800.0,3,NH,0.0
2012-11-21,KK Nagar ATM,219.0,156.0,63.0,874400.0,641600.0,232800.0,3,NH,0.0
2012-11-21,Airport ATM,93.0,65.0,28.0,352800.0,278200.0,74600.0,3,NH,0.0
2012-11-21,Big Street ATM,86.0,28.0,58.0,286200.0,150600.0,135600.0,3,NH,0.0
2012-11-22,Christ College ATM,82.0,45.0,37.0,335900.0,252200.0,83700.0,4,NH,0.0
2012-11-22,Mount Road ATM,130.0,69.0,61.0,404200.0,305800.0,98400.0,4,NH,0.0
2012-11-22,KK Nagar ATM,250.0,178.0,72.0,948100.0,677700.0,270400.0,4,NH,0.0
2012-11-22,Airport ATM,104.0,85.0,19.0,553600.0,506100.0,47500.0,4,NH,0.0
2012-11-22,Big Street ATM,78.0,27.0,51.0,234400.0,97500.0,136900.0,4,NH,0.0
2012-11-23,Christ College ATM,96.0,54.0,42.0,427800.0,302300.0,125500.0,5,NH,0.0
2012-11-23,Mount Road ATM,45.0,24.0,21.0,81300.0,65200.0,16100.0,5,NH,0.0
2012-11-23,KK Nagar ATM,218.0,157.0,61.0,832700.0,643000.0,189700.0,5,NH,0.0
2012-11-23,Airport ATM,92.0,66.0,26.0,381300.0,323500.0,57800.0,5,NH,0.0
2012-11-23,Big Street ATM,85.0,23.0,62.0,261500.0,103300.0,158200.0,5,NH,0.0
2012-11-24,Christ College ATM,86.0,44.0,42.0,341900.0,259000.0,82900.0,6,NH,0.0
2012-11-24,Mount Road ATM,161.0,73.0,88.0,439600.0,261000.0,178600.0,6,NH,0.0
2012-11-24,KK Nagar ATM,293.0,205.0,88.0,1453800.0,991800.0,462000.0,6,NH,0.0
2012-11-24,Airport ATM,88.0,69.0,19.0,432800.0,393600.0,39200.0,6,NH,0.0
2012-11-24,Big Street ATM,85.0,20.0,65.0,252200.0,65100.0,187100.0,6,NH,0.0
2012-11-25,Christ College ATM,83.0,36.0,47.0,237700.0,89600.0,148100.0,7,M,0.0
2012-11-25,Mount Road ATM,36.0,13.0,23.0,95600.0,34800.0,60800.0,7,M,0.0
2012-11-25,KK Nagar ATM,120.0,79.0,41.0,467400.0,317100.0,150300.0,7,M,0.0
2012-11-25,Airport ATM,79.0,66.0,13.0,359600.0,333300.0,26300.0,7,M,0.0
2012-11-25,Big Street ATM,80.0,22.0,58.0,212700.0,55300.0,157400.0,7,M,0.0
2012-11-26,Christ College ATM,78.0,49.0,29.0,359900.0,270800.0,89100.0,1,M,0.0
2012-11-26,Mount Road ATM,126.0,73.0,53.0,408300.0,252300.0,156000.0,1,M,0.0
2012-11-26,KK Nagar ATM,260.0,211.0,49.0,1213000.0,1063100.0,149900.0,1,M,0.0
2012-11-26,Airport ATM,94.0,71.0,23.0,315500.0,263600.0,51900.0,1,M,0.0
2012-11-26,Big Street ATM,90.0,32.0,58.0,290600.0,182600.0,108000.0,1,M,0.0
2012-11-27,Christ College ATM,97.0,51.0,46.0,439800.0,267900.0,171900.0,2,M,0.0
2012-11-27,Mount Road ATM,131.0,65.0,66.0,315900.0,212600.0,103300.0,2,M,0.0
2012-11-27,KK Nagar ATM,195.0,166.0,29.0,635800.0,551000.0,84800.0,2,M,0.0
2012-11-27,Airport ATM,85.0,70.0,15.0,259000.0,219700.0,39300.0,2,M,0.0
2012-11-27,Big Street ATM,78.0,34.0,44.0,272400.0,135600.0,136800.0,2,M,0.0
2012-11-28,Christ College ATM,97.0,52.0,45.0,475300.0,336200.0,139100.0,3,M,0.0
2012-11-28,Mount Road ATM,139.0,71.0,68.0,408600.0,212200.0,196400.0,3,M,0.0
2012-11-28,KK Nagar ATM,221.0,147.0,74.0,1120100.0,747300.0,372800.0,3,M,0.0
2012-11-28,Airport ATM,95.0,74.0,21.0,420300.0,359000.0,61300.0,3,M,0.0
2012-11-28,Big Street ATM,76.0,16.0,60.0,153100.0,53900.0,99200.0,3,M,0.0
2012-11-29,Christ College ATM,99.0,53.0,46.0,409600.0,310500.0,99100.0,4,M,0.0
2012-11-29,Mount Road ATM,136.0,80.0,56.0,310300.0,198000.0,112300.0,4,M,0.0
2012-11-29,KK Nagar ATM,233.0,173.0,60.0,972400.0,707300.0,265100.0,4,M,0.0
2012-11-29,Airport ATM,50.0,41.0,9.0,258500.0,231700.0,26800.0,4,M,0.0
2012-11-29,Big Street ATM,81.0,19.0,62.0,288100.0,98400.0,189700.0,4,M,0.0
2012-11-30,Christ College ATM,111.0,49.0,62.0,511600.0,246500.0,265100.0,5,M,0.0
2012-11-30,Mount Road ATM,187.0,102.0,85.0,692000.0,439900.0,252100.0,5,M,0.0
2012-11-30,KK Nagar ATM,259.0,182.0,77.0,1187300.0,890700.0,296600.0,5,M,0.0
2012-11-30,Airport ATM,113.0,85.0,28.0,475400.0,362300.0,113100.0,5,M,0.0
2012-11-30,Big Street ATM,96.0,25.0,71.0,340700.0,84700.0,256000.0,5,M,0.0
2012-12-01,Christ College ATM,117.0,60.0,57.0,524500.0,259200.0,265300.0,6,NH,0.0
2012-12-01,Mount Road ATM,234.0,104.0,130.0,755800.0,383800.0,372000.0,6,NH,0.0
2012-12-01,KK Nagar ATM,207.0,133.0,74.0,933600.0,624400.0,309200.0,6,NH,0.0
2012-12-01,Airport ATM,112.0,94.0,18.0,538800.0,478100.0,60700.0,6,NH,0.0
2012-12-01,Big Street ATM,38.0,20.0,18.0,151900.0,106900.0,45000.0,6,NH,0.0
2012-12-02,Christ College ATM,71.0,36.0,35.0,258900.0,180300.0,78600.0,7,NH,0.0
2012-12-02,Mount Road ATM,177.0,34.0,143.0,440200.0,100200.0,340000.0,7,NH,0.0
2012-12-02,KK Nagar ATM,113.0,68.0,45.0,344600.0,210600.0,134000.0,7,NH,0.0
2012-12-02,Airport ATM,109.0,69.0,40.0,407300.0,330600.0,76700.0,7,NH,0.0
2012-12-02,Big Street ATM,53.0,20.0,33.0,169900.0,103700.0,66200.0,7,NH,0.0
2012-12-03,Christ College ATM,97.0,42.0,55.0,420500.0,165300.0,255200.0,1,NH,0.0
2012-12-03,Mount Road ATM,171.0,84.0,87.0,503800.0,312100.0,191700.0,1,NH,0.0
2012-12-03,KK Nagar ATM,154.0,113.0,41.0,680000.0,560000.0,120000.0,1,NH,0.0
2012-12-03,Airport ATM,101.0,69.0,32.0,382400.0,287900.0,94500.0,1,NH,0.0
2012-12-03,Big Street ATM,44.0,25.0,19.0,163300.0,129300.0,34000.0,1,NH,0.0
2012-12-04,Christ College ATM,60.0,46.0,14.0,291500.0,250100.0,41400.0,2,NH,0.0
2012-12-04,Mount Road ATM,149.0,92.0,57.0,566500.0,393400.0,173100.0,2,NH,0.0
2012-12-04,KK Nagar ATM,180.0,140.0,40.0,795800.0,654700.0,141100.0,2,NH,0.0
2012-12-04,Airport ATM,128.0,110.0,18.0,689200.0,615000.0,74200.0,2,NH,0.0
2012-12-04,Big Street ATM,26.0,18.0,8.0,145700.0,126900.0,18800.0,2,NH,0.0
